Plot Title: BridgerCreek_EC,,,,,,,,,,
#,"Date Time, GMT-07:00","Full Range, μS/cm (LGR S/N: 10778332, SEN S/N: 10778332)","Temp, °C (LGR S/N: 10778332, SEN S/N: 10778332)",Coupler Detached (LGR S/N: 10778332),Coupler Attached (LGR S/N: 10778332),Bad Battery (LGR S/N: 10778332),Good Battery (LGR S/N: 10778332),Host Connected (LGR S/N: 10778332),Stopped (LGR S/N: 10778332),End Of File (LGR S/N: 10778332)
1397,1/30/2026 11:13,3.7,16.56,,,,,,,
1398,1/30/2026 11:13,3.7,16.53,,,,,,,
1399,1/30/2026 11:13,7.1,16.52,,,,,,,
1400,1/30/2026 11:13,3.7,16.52,,,,,,,
1401,1/30/2026 11:13,7.1,16.52,,,,,,,
1402,1/30/2026 11:13,7.1,16.51,,,,,,,
1403,1/30/2026 11:13,3.7,16.37,,,,,,,
1404,1/30/2026 11:13,4.8,16.32,,,,,,,
1405,1/30/2026 11:13,7.1,16.28,,,,,,,
1406,1/30/2026 11:13,3.4,16.28,,,,,,,
1407,1/30/2026 11:13,7.1,16.24,,,,,,,
1408,1/30/2026 11:13,7.1,16.16,,,,,,,
1409,1/30/2026 11:13,7.1,16.14,,,,,,,
1410,1/30/2026 11:13,7.1,16.14,,,,,,,
1411,1/30/2026 11:13,7.1,16.17,,,,,,,
1412,1/30/2026 11:13,7.1,16.18,,,,,,,
1413,1/30/2026 11:13,7.1,16.17,,,,,,,
1414,1/30/2026 11:13,7.1,16.17,,,,,,,
1415,1/30/2026 11:13,7.1,16.17,,,,,,,
1416,1/30/2026 11:13,7.1,16.16,,,,,,,
1417,1/30/2026 11:13,3.7,16.17,,,,,,,
1418,1/30/2026 11:13,4.8,16.17,,,,,,,
1419,1/30/2026 11:13,7.1,16.16,,,,,,,
1420,1/30/2026 11:13,3.7,16.04,,,,,,,
1421,1/30/2026 11:13,3.7,15.97,,,,,,,
1422,1/30/2026 11:13,3.7,15.86,,,,,,,
1423,1/30/2026 11:13,7.1,15.85,,,,,,,
1424,1/30/2026 11:13,3.7,15.84,,,,,,,
1425,1/30/2026 11:13,7.1,15.86,,,,,,,
1426,1/30/2026 11:13,7.1,15.78,,,,,,,
1427,1/30/2026 11:13,7.1,15.69,,,,,,,
1428,1/30/2026 11:13,3.4,15.7,,,,,,,
1429,1/30/2026 11:13,7.1,15.69,,,,,,,
1430,1/30/2026 11:13,3.7,15.72,,,,,,,
1431,1/30/2026 11:13,7.1,15.73,,,,,,,
1432,1/30/2026 11:13,7.1,15.76,,,,,,,
1433,1/30/2026 11:13,3.7,15.76,,,,,,,
1434,1/30/2026 11:13,7.1,15.74,,,,,,,
1435,1/30/2026 11:13,7.1,15.76,,,,,,,
1436,1/30/2026 11:13,7.1,15.73,,,,,,,
1437,1/30/2026 11:13,3.7,15.68,,,,,,,
1438,1/30/2026 11:13,3.7,15.66,,,,,,,
1439,1/30/2026 11:13,3.7,15.68,,,,,,,
1440,1/30/2026 11:13,7.1,15.66,,,,,,,
1441,1/30/2026 11:14,7.1,15.64,,,,,,,
1442,1/30/2026 11:14,7.1,15.61,,,,,,,
1443,1/30/2026 11:14,3.7,15.56,,,,,,,
1444,1/30/2026 11:14,3.7,15.53,,,,,,,
1445,1/30/2026 11:14,7.1,15.54,,,,,,,
1446,1/30/2026 11:14,4.9,15.53,,,,,,,
1447,1/30/2026 11:14,7.1,15.47,,,,,,,
1448,1/30/2026 11:14,7.1,15.45,,,,,,,
1449,1/30/2026 11:14,7.1,15.43,,,,,,,
1450,1/30/2026 11:14,7.1,15.38,,,,,,,
1451,1/30/2026 11:14,4.9,15.37,,,,,,,
1452,1/30/2026 11:14,3.7,15.38,,,,,,,
1453,1/30/2026 11:14,7.1,15.34,,,,,,,
1454,1/30/2026 11:14,3.7,15.33,,,,,,,
1455,1/30/2026 11:14,7.1,15.27,,,,,,,
1456,1/30/2026 11:14,7.1,15.25,,,,,,,
1457,1/30/2026 11:14,7.1,15.21,,,,,,,
1458,1/30/2026 11:14,7.1,15.19,,,,,,,
1459,1/30/2026 11:14,7.1,15.18,,,,,,,
1460,1/30/2026 11:14,7.1,15.18,,,,,,,
1461,1/30/2026 11:14,7.1,15.17,,,,,,,
1462,1/30/2026 11:14,3.7,15.13,,,,,,,
1463,1/30/2026 11:14,3.7,15.07,,,,,,,
1464,1/30/2026 11:14,7.1,15.03,,,,,,,
1465,1/30/2026 11:14,7.1,14.99,,,,,,,
1466,1/30/2026 11:14,7.1,15.02,,,,,,,
1467,1/30/2026 11:14,4.9,14.99,,,,,,,
1468,1/30/2026 11:14,7.1,14.98,,,,,,,
1469,1/30/2026 11:14,7.1,14.97,,,,,,,
1470,1/30/2026 11:14,7.1,14.97,,,,,,,
1471,1/30/2026 11:14,4.9,14.93,,,,,,,
1472,1/30/2026 11:14,7.1,14.93,,,,,,,
1473,1/30/2026 11:14,7.1,14.93,,,,,,,
1474,1/30/2026 11:14,3.7,14.87,,,,,,,
1475,1/30/2026 11:14,3.7,14.75,,,,,,,
1476,1/30/2026 11:14,3.7,14.74,,,,,,,
1477,1/30/2026 11:14,3.7,14.67,,,,,,,
1478,1/30/2026 11:14,3.7,14.62,,,,,,,
1479,1/30/2026 11:14,7.1,14.52,,,,,,,
1480,1/30/2026 11:14,4.9,14.5,,,,,,,
1481,1/30/2026 11:14,7.1,14.44,,,,,,,
1482,1/30/2026 11:14,7.1,14.4,,,,,,,
1483,1/30/2026 11:14,7.1,14.36,,,,,,,
1484,1/30/2026 11:14,3.7,14.4,,,,,,,
1485,1/30/2026 11:14,4.9,14.42,,,,,,,
1486,1/30/2026 11:14,7.1,14.42,,,,,,,
1487,1/30/2026 11:14,3.7,14.4,,,,,,,
1488,1/30/2026 11:14,7.1,14.36,,,,,,,
1489,1/30/2026 11:14,7.1,14.32,,,,,,,
1490,1/30/2026 11:14,3.7,14.28,,,,,,,
1491,1/30/2026 11:14,7.1,14.22,,,,,,,
1492,1/30/2026 11:14,7.1,14.14,,,,,,,
1493,1/30/2026 11:14,7.1,14.1,,,,,,,
1494,1/30/2026 11:14,7.1,14.04,,,,,,,
1495,1/30/2026 11:14,7.1,14.06,,,,,,,
1496,1/30/2026 11:14,7.1,14.1,,,,,,,
1497,1/30/2026 11:14,3.7,14.11,,,,,,,
1498,1/30/2026 11:14,3.7,14.15,,,,,,,
1499,1/30/2026 11:14,4.9,14.16,,,,,,,
1500,1/30/2026 11:14,7.1,14.18,,,,,,,
1501,1/30/2026 11:15,7.1,14.2,,,,,,,
1502,1/30/2026 11:15,3.7,14.2,,,,,,,
1503,1/30/2026 11:15,7.1,14.22,,,,,,,
1504,1/30/2026 11:15,3.4,14.2,,,,,,,
1505,1/30/2026 11:15,7.1,14.15,,,,,,,
1506,1/30/2026 11:15,7.1,14.1,,,,,,,
1507,1/30/2026 11:15,7.1,14.03,,,,,,,
1508,1/30/2026 11:15,4.9,13.98,,,,,,,
1509,1/30/2026 11:15,7.1,13.92,,,,,,,
1510,1/30/2026 11:15,4.9,13.91,,,,,,,
1511,1/30/2026 11:15,7.1,13.79,,,,,,,
1512,1/30/2026 11:15,7.1,13.8,,,,,,,
1513,1/30/2026 11:15,7.1,13.78,,,,,,,
1514,1/30/2026 11:15,7.1,13.76,,,,,,,
1515,1/30/2026 11:15,7.1,13.75,,,,,,,
1516,1/30/2026 11:15,3.7,13.76,,,,,,,
1517,1/30/2026 11:15,7.1,13.75,,,,,,,
1518,1/30/2026 11:15,4.9,13.71,,,,,,,
1519,1/30/2026 11:15,7.1,13.7,,,,,,,
1520,1/30/2026 11:15,7.1,13.68,,,,,,,
1521,1/30/2026 11:15,7.1,13.66,,,,,,,
1522,1/30/2026 11:15,7.1,13.66,,,,,,,
1523,1/30/2026 11:15,7.1,13.67,,,,,,,
1524,1/30/2026 11:15,7.1,13.63,,,,,,,
1525,1/30/2026 11:15,7.1,13.62,,,,,,,
1526,1/30/2026 11:15,7.1,13.62,,,,,,,
1527,1/30/2026 11:15,3.7,13.6,,,,,,,
1528,1/30/2026 11:15,7.1,13.59,,,,,,,
1529,1/30/2026 11:15,7.1,13.62,,,,,,,
1530,1/30/2026 11:15,7.1,13.6,,,,,,,
1531,1/30/2026 11:15,7.1,13.63,,,,,,,
1532,1/30/2026 11:15,7.1,13.64,,,,,,,
1533,1/30/2026 11:15,7.1,13.67,,,,,,,
1534,1/30/2026 11:15,7.1,13.68,,,,,,,
1535,1/30/2026 11:15,7.1,13.66,,,,,,,
1536,1/30/2026 11:15,7.1,13.68,,,,,,,
1537,1/30/2026 11:15,7.1,13.66,,,,,,,
1538,1/30/2026 11:15,7.1,13.64,,,,,,,
1539,1/30/2026 11:15,3.7,13.64,,,,,,,
1540,1/30/2026 11:15,7.1,13.6,,,,,,,
1541,1/30/2026 11:15,7.1,13.59,,,,,,,
1542,1/30/2026 11:15,7.1,13.56,,,,,,,
1543,1/30/2026 11:15,4.9,13.55,,,,,,,
1544,1/30/2026 11:15,7.1,13.55,,,,,,,
1545,1/30/2026 11:15,7.1,13.52,,,,,,,
1546,1/30/2026 11:15,7.1,13.51,,,,,,,
1547,1/30/2026 11:15,4.9,13.45,,,,,,,
1548,1/30/2026 11:15,7.1,13.44,,,,,,,
1549,1/30/2026 11:15,7.1,13.43,,,,,,,
1550,1/30/2026 11:15,7.1,13.43,,,,,,,
1551,1/30/2026 11:15,7.1,13.43,,,,,,,
1552,1/30/2026 11:15,7.1,13.45,,,,,,,
1553,1/30/2026 11:15,7.1,13.47,,,,,,,
1554,1/30/2026 11:15,7.1,13.49,,,,,,,
1555,1/30/2026 11:15,7.1,13.48,,,,,,,
1556,1/30/2026 11:15,3.7,13.48,,,,,,,
1557,1/30/2026 11:15,7.1,13.47,,,,,,,
1558,1/30/2026 11:15,3.4,13.49,,,,,,,
1559,1/30/2026 11:15,7.1,13.52,,,,,,,
1560,1/30/2026 11:15,7.1,13.55,,,,,,,
1561,1/30/2026 11:16,3.7,13.55,,,,,,,
1562,1/30/2026 11:16,3.7,13.56,,,,,,,
1563,1/30/2026 11:16,7.1,13.57,,,,,,,
1564,1/30/2026 11:16,7.1,13.56,,,,,,,
1565,1/30/2026 11:16,3.7,13.57,,,,,,,
1566,1/30/2026 11:16,7.1,13.59,,,,,,,
1567,1/30/2026 11:16,3.7,13.6,,,,,,,
1568,1/30/2026 11:16,7.1,13.63,,,,,,,
1569,1/30/2026 11:16,7.1,13.64,,,,,,,
1570,1/30/2026 11:16,3.7,13.66,,,,,,,
1571,1/30/2026 11:16,3.7,13.67,,,,,,,
1572,1/30/2026 11:16,7.1,13.7,,,,,,,
1573,1/30/2026 11:16,3.7,13.7,,,,,,,
1574,1/30/2026 11:16,3.7,13.71,,,,,,,
1575,1/30/2026 11:16,7.1,13.71,,,,,,,
1576,1/30/2026 11:16,3.7,13.72,,,,,,,
1577,1/30/2026 11:16,3.7,13.74,,,,,,,
1578,1/30/2026 11:16,3.7,13.74,,,,,,,
1579,1/30/2026 11:16,7.1,13.66,,,,,,,
1580,1/30/2026 11:16,7.1,13.66,,,,,,,
1581,1/30/2026 11:16,7.1,13.64,,,,,,,
1582,1/30/2026 11:16,7.1,13.64,,,,,,,
1583,1/30/2026 11:16,7.1,13.63,,,,,,,
1584,1/30/2026 11:16,7.1,13.64,,,,,,,
1585,1/30/2026 11:16,7.1,13.63,,,,,,,
1586,1/30/2026 11:16,7.1,13.63,,,,,,,
1587,1/30/2026 11:16,7.1,13.63,,,,,,,
1588,1/30/2026 11:16,7.1,13.62,,,,,,,
1589,1/30/2026 11:16,7.1,13.62,,,,,,,
1590,1/30/2026 11:16,7.1,13.6,,,,,,,
1591,1/30/2026 11:16,7.1,13.57,,,,,,,
1592,1/30/2026 11:16,7.1,13.56,,,,,,,
1593,1/30/2026 11:16,7.1,13.53,,,,,,,
1594,1/30/2026 11:16,7.1,13.53,,,,,,,
1595,1/30/2026 11:16,7.1,13.51,,,,,,,
1596,1/30/2026 11:16,7.1,13.49,,,,,,,
1597,1/30/2026 11:16,7.1,13.52,,,,,,,
1598,1/30/2026 11:16,7.1,13.48,,,,,,,
1599,1/30/2026 11:16,7.1,13.39,,,,,,,
1600,1/30/2026 11:16,7.1,13.31,,,,,,,
1601,1/30/2026 11:16,4.9,13.31,,,,,,,
1602,1/30/2026 11:16,7.1,13.25,,,,,,,
1603,1/30/2026 11:16,4.9,13.2,,,,,,,
1604,1/30/2026 11:16,7.1,13.16,,,,,,,
1605,1/30/2026 11:16,7.1,13.12,,,,,,,
1606,1/30/2026 11:16,7.1,13.05,,,,,,,
1607,1/30/2026 11:16,4.9,13.01,,,,,,,
1608,1/30/2026 11:16,7.1,13,,,,,,,
1609,1/30/2026 11:16,7.1,13.01,,,,,,,
1610,1/30/2026 11:16,7.1,13.03,,,,,,,
1611,1/30/2026 11:16,4.9,13.04,,,,,,,
1612,1/30/2026 11:16,7.1,13.04,,,,,,,
1613,1/30/2026 11:16,3.7,13.04,,,,,,,
1614,1/30/2026 11:16,7.1,13.01,,,,,,,
1615,1/30/2026 11:16,7.1,13.04,,,,,,,
1616,1/30/2026 11:16,7.1,13.03,,,,,,,
1617,1/30/2026 11:16,7.1,13.04,,,,,,,
1618,1/30/2026 11:16,7.1,13.01,,,,,,,
1619,1/30/2026 11:16,7.1,13,,,,,,,
1620,1/30/2026 11:16,4.9,12.99,,,,,,,
1621,1/30/2026 11:17,7.1,12.96,,,,,,,
1622,1/30/2026 11:17,7.1,12.91,,,,,,,
1623,1/30/2026 11:17,7.1,12.92,,,,,,,
1624,1/30/2026 11:17,3.7,12.92,,,,,,,
1625,1/30/2026 11:17,7.1,12.92,,,,,,,
1626,1/30/2026 11:17,7.1,12.92,,,,,,,
1627,1/30/2026 11:17,7.1,12.93,,,,,,,
1628,1/30/2026 11:17,7.1,12.95,,,,,,,
1629,1/30/2026 11:17,7.1,12.95,,,,,,,
1630,1/30/2026 11:17,7.1,12.92,,,,,,,
1631,1/30/2026 11:17,7.1,12.89,,,,,,,
1632,1/30/2026 11:17,3.7,12.87,,,,,,,
1633,1/30/2026 11:17,7.1,12.84,,,,,,,
1634,1/30/2026 11:17,7.1,12.84,,,,,,,
1635,1/30/2026 11:17,7.1,12.77,,,,,,,
1636,1/30/2026 11:17,7.1,12.81,,,,,,,
1637,1/30/2026 11:17,3.4,12.8,,,,,,,
1638,1/30/2026 11:17,7.1,12.73,,,,,,,
1639,1/30/2026 11:17,7.1,12.69,,,,,,,
1640,1/30/2026 11:17,7.1,12.62,,,,,,,
1641,1/30/2026 11:17,7.1,12.64,,,,,,,
1642,1/30/2026 11:17,7.1,12.65,,,,,,,
1643,1/30/2026 11:17,3.7,12.64,,,,,,,
1644,1/30/2026 11:17,7.1,12.58,,,,,,,
1645,1/30/2026 11:17,4.9,12.58,,,,,,,
1646,1/30/2026 11:17,4.9,12.58,,,,,,,
1647,1/30/2026 11:17,3.7,12.56,,,,,,,
1648,1/30/2026 11:17,7.1,12.56,,,,,,,
1649,1/30/2026 11:17,3.7,12.53,,,,,,,
1650,1/30/2026 11:17,7.1,12.52,,,,,,,
1651,1/30/2026 11:17,7.1,12.52,,,,,,,
1652,1/30/2026 11:17,3.7,12.5,,,,,,,
1653,1/30/2026 11:17,3.7,12.48,,,,,,,
1654,1/30/2026 11:17,3.7,12.46,,,,,,,
1655,1/30/2026 11:17,7.1,12.49,,,,,,,
1656,1/30/2026 11:17,7.1,12.5,,,,,,,
1657,1/30/2026 11:17,7.1,12.5,,,,,,,
1658,1/30/2026 11:17,7.1,12.5,,,,,,,
1659,1/30/2026 11:17,3.4,12.5,,,,,,,
1660,1/30/2026 11:17,7.1,12.49,,,,,,,
1661,1/30/2026 11:17,7.1,12.49,,,,,,,
1662,1/30/2026 11:17,7.1,12.49,,,,,,,
1663,1/30/2026 11:17,4.9,12.5,,,,,,,
1664,1/30/2026 11:17,7.1,12.48,,,,,,,
1665,1/30/2026 11:17,7.1,12.45,,,,,,,
1666,1/30/2026 11:17,7.1,12.46,,,,,,,
1667,1/30/2026 11:17,7.1,12.45,,,,,,,
1668,1/30/2026 11:17,7.1,12.46,,,,,,,
1669,1/30/2026 11:17,3.7,12.48,,,,,,,
1670,1/30/2026 11:17,7.1,12.46,,,,,,,
1671,1/30/2026 11:17,7.1,12.48,,,,,,,
1672,1/30/2026 11:17,7.1,12.48,,,,,,,
1673,1/30/2026 11:17,7.1,12.48,,,,,,,
1674,1/30/2026 11:17,3.7,12.48,,,,,,,
1675,1/30/2026 11:17,7.1,12.48,,,,,,,
1676,1/30/2026 11:17,7.1,12.46,,,,,,,
1677,1/30/2026 11:17,7.1,12.46,,,,,,,
1678,1/30/2026 11:17,4.9,12.46,,,,,,,
1679,1/30/2026 11:17,7.1,12.46,,,,,,,
1680,1/30/2026 11:17,7.1,12.45,,,,,,,
1681,1/30/2026 11:18,7.1,12.46,,,,,,,
1682,1/30/2026 11:18,7.1,12.45,,,,,,,
1683,1/30/2026 11:18,7.1,12.44,,,,,,,
1684,1/30/2026 11:18,3.7,12.44,,,,,,,
1685,1/30/2026 11:18,3.7,12.44,,,,,,,
1686,1/30/2026 11:18,7.1,12.42,,,,,,,
1687,1/30/2026 11:18,7.1,12.38,,,,,,,
1688,1/30/2026 11:18,7.1,12.38,,,,,,,
1689,1/30/2026 11:18,7.1,12.37,,,,,,,
1690,1/30/2026 11:18,4.9,12.32,,,,,,,
1691,1/30/2026 11:18,7.1,12.3,,,,,,,
1692,1/30/2026 11:18,7.1,12.33,,,,,,,
1693,1/30/2026 11:18,7.1,12.33,,,,,,,
1694,1/30/2026 11:18,7.1,12.34,,,,,,,
1695,1/30/2026 11:18,7.1,12.29,,,,,,,
1696,1/30/2026 11:18,7.1,12.29,,,,,,,
1697,1/30/2026 11:18,7.1,12.26,,,,,,,
1698,1/30/2026 11:18,3.4,12.24,,,,,,,
1699,1/30/2026 11:18,7.1,12.26,,,,,,,
1700,1/30/2026 11:18,7.1,12.26,,,,,,,
1701,1/30/2026 11:18,4.9,12.24,,,,,,,
1702,1/30/2026 11:18,4.9,12.21,,,,,,,
1703,1/30/2026 11:18,7.1,12.16,,,,,,,
1704,1/30/2026 11:18,7.1,12.17,,,,,,,
1705,1/30/2026 11:18,3.7,12.13,,,,,,,
1706,1/30/2026 11:18,7.1,12.14,,,,,,,
1707,1/30/2026 11:18,7.1,12.13,,,,,,,
1708,1/30/2026 11:18,4.9,12.16,,,,,,,
1709,1/30/2026 11:18,3.7,12.17,,,,,,,
1710,1/30/2026 11:18,7.1,12.16,,,,,,,
1711,1/30/2026 11:18,3.7,12.16,,,,,,,
1712,1/30/2026 11:18,7.1,12.13,,,,,,,
1713,1/30/2026 11:18,3.4,12.06,,,,,,,
1714,1/30/2026 11:18,7.1,12.04,,,,,,,
1715,1/30/2026 11:18,7.1,12,,,,,,,
1716,1/30/2026 11:18,7.1,12.01,,,,,,,
1717,1/30/2026 11:18,7.1,12.01,,,,,,,
1718,1/30/2026 11:18,3.7,11.98,,,,,,,
1719,1/30/2026 11:18,7.1,11.97,,,,,,,
1720,1/30/2026 11:18,7.1,12.01,,,,,,,
1721,1/30/2026 11:18,7.1,11.97,,,,,,,
1722,1/30/2026 11:18,7.1,11.94,,,,,,,
1723,1/30/2026 11:18,7.1,11.94,,,,,,,
1724,1/30/2026 11:18,3.7,11.97,,,,,,,
1725,1/30/2026 11:18,7.1,11.97,,,,,,,
1726,1/30/2026 11:18,4.9,11.96,,,,,,,
1727,1/30/2026 11:18,7.1,11.92,,,,,,,
1728,1/30/2026 11:18,7.1,11.89,,,,,,,
1729,1/30/2026 11:18,7.1,11.84,,,,,,,
1730,1/30/2026 11:18,3.7,11.82,,,,,,,
1731,1/30/2026 11:18,7.1,11.84,,,,,,,
1732,1/30/2026 11:18,7.1,11.8,,,,,,,
1733,1/30/2026 11:18,7.1,11.8,,,,,,,
1734,1/30/2026 11:18,3.7,11.81,,,,,,,
1735,1/30/2026 11:18,7.1,11.78,,,,,,,
1736,1/30/2026 11:18,7.1,11.78,,,,,,,
1737,1/30/2026 11:18,4.9,11.72,,,,,,,
1738,1/30/2026 11:18,7.1,11.72,,,,,,,
1739,1/30/2026 11:18,4.9,11.7,,,,,,,
1740,1/30/2026 11:18,7.1,11.7,,,,,,,
1741,1/30/2026 11:19,7.1,11.7,,,,,,,
1742,1/30/2026 11:19,7.1,11.72,,,,,,,
1743,1/30/2026 11:19,7.1,11.74,,,,,,,
1744,1/30/2026 11:19,7.1,11.73,,,,,,,
1745,1/30/2026 11:19,7.1,11.73,,,,,,,
1746,1/30/2026 11:19,7.1,11.74,,,,,,,
1747,1/30/2026 11:19,7.1,11.73,,,,,,,
1748,1/30/2026 11:19,7.1,11.73,,,,,,,
1749,1/30/2026 11:19,7.1,11.7,,,,,,,
1750,1/30/2026 11:19,7.1,11.72,,,,,,,
1751,1/30/2026 11:19,7.1,11.66,,,,,,,
1752,1/30/2026 11:19,4.9,11.66,,,,,,,
1753,1/30/2026 11:19,7.1,11.62,,,,,,,
1754,1/30/2026 11:19,235.4,3.23,,,,,,,
1755,1/30/2026 11:19,222.1,2.6,,,,,,,
1756,1/30/2026 11:19,216.4,2.07,,,,,,,
1757,1/30/2026 11:19,216.5,1.96,,,,,,,
1758,1/30/2026 11:19,213.9,1.51,,,,,,,
1759,1/30/2026 11:19,214.3,1.52,,,,,,,
1760,1/30/2026 11:19,214.3,1.43,,,,,,,
1761,1/30/2026 11:19,102.6,1.56,,,,,,,
1762,1/30/2026 11:19,215.8,1.65,,,,,,,
1763,1/30/2026 11:19,214.7,1.26,,,,,,,
1764,1/30/2026 11:19,214.3,1.16,,,,,,,
1765,1/30/2026 11:19,214.8,1.04,,,,,,,
1766,1/30/2026 11:19,215.5,1.16,,,,,,,
1767,1/30/2026 11:19,214.7,1.1,,,,,,,
1768,1/30/2026 11:19,214.7,1.09,,,,,,,
1769,1/30/2026 11:19,214.8,0.98,,,,,,,
1770,1/30/2026 11:19,215.1,0.98,,,,,,,
1771,1/30/2026 11:19,215.1,1.02,,,,,,,
1772,1/30/2026 11:19,215.2,0.97,,,,,,,
1773,1/30/2026 11:19,215.1,1,,,,,,,
1774,1/30/2026 11:19,215.1,0.98,,,,,,,
1775,1/30/2026 11:19,215.2,0.92,,,,,,,
1776,1/30/2026 11:19,214.8,0.9,,,,,,,
1777,1/30/2026 11:19,214.4,0.92,,,,,,,
1778,1/30/2026 11:19,214.8,0.9,,,,,,,
1779,1/30/2026 11:19,214.8,0.89,,,,,,,
1780,1/30/2026 11:19,215.2,0.94,,,,,,,
1781,1/30/2026 11:19,215.5,0.98,,,,,,,
1782,1/30/2026 11:19,215.2,0.92,,,,,,,
1783,1/30/2026 11:19,215.2,0.85,,,,,,,
1784,1/30/2026 11:19,215.2,0.92,,,,,,,
1785,1/30/2026 11:19,214.8,0.9,,,,,,,
1786,1/30/2026 11:19,214.8,0.86,,,,,,,
1787,1/30/2026 11:19,214.8,0.9,,,,,,,
1788,1/30/2026 11:19,214.8,0.88,,,,,,,
1789,1/30/2026 11:19,214.8,0.86,,,,,,,
1790,1/30/2026 11:19,215.2,0.89,,,,,,,
1791,1/30/2026 11:19,215.2,0.9,,,,,,,
1792,1/30/2026 11:19,215.2,0.89,,,,,,,
1793,1/30/2026 11:19,215.2,0.82,,,,,,,
1794,1/30/2026 11:19,214.8,0.82,,,,,,,
1795,1/30/2026 11:19,214.4,0.82,,,,,,,
1796,1/30/2026 11:19,215.2,0.85,,,,,,,
1797,1/30/2026 11:19,214.8,0.85,,,,,,,
1798,1/30/2026 11:19,214.8,0.82,,,,,,,
1799,1/30/2026 11:19,214.8,0.86,,,,,,,
1800,1/30/2026 11:19,214.8,0.81,,,,,,,
1801,1/30/2026 11:20,214.8,0.85,,,,,,,
1802,1/30/2026 11:20,214.8,0.84,,,,,,,
1803,1/30/2026 11:20,214.4,0.77,,,,,,,
1804,1/30/2026 11:20,214.8,0.85,,,,,,,
1805,1/30/2026 11:20,215.2,0.82,,,,,,,
1806,1/30/2026 11:20,215.2,0.81,,,,,,,
1807,1/30/2026 11:20,214.8,0.77,,,,,,,
1808,1/30/2026 11:20,214.8,0.78,,,,,,,
1809,1/30/2026 11:20,214.4,0.81,,,,,,,
1810,1/30/2026 11:20,214.8,0.81,,,,,,,
1811,1/30/2026 11:20,215.2,0.78,,,,,,,
1812,1/30/2026 11:20,214.1,0.73,,,,,,,
1813,1/30/2026 11:20,213.7,0.74,,,,,,,
1814,1/30/2026 11:20,214.1,0.72,,,,,,,
1815,1/30/2026 11:20,213.7,0.68,,,,,,,
1816,1/30/2026 11:20,213.7,0.65,,,,,,,
1817,1/30/2026 11:20,213.7,0.7,,,,,,,
1818,1/30/2026 11:20,214.1,0.66,,,,,,,
1819,1/30/2026 11:20,214.1,0.72,,,,,,,
1820,1/30/2026 11:20,213.7,0.69,,,,,,,
1821,1/30/2026 11:20,214.1,0.7,,,,,,,
1822,1/30/2026 11:20,213.7,0.65,,,,,,,
1823,1/30/2026 11:20,214.1,0.73,,,,,,,
1824,1/30/2026 11:20,214.1,0.72,,,,,,,
1825,1/30/2026 11:20,214.4,0.73,,,,,,,
1826,1/30/2026 11:20,214.1,0.7,,,,,,,
1827,1/30/2026 11:20,214.8,0.72,,,,,,,
1828,1/30/2026 11:20,214.8,0.7,,,,,,,
1829,1/30/2026 11:20,214.4,0.7,,,,,,,
1830,1/30/2026 11:20,214.1,0.69,,,,,,,
1831,1/30/2026 11:20,214.1,0.7,,,,,,,
1832,1/30/2026 11:20,214.1,0.72,,,,,,,
1833,1/30/2026 11:20,214.8,0.7,,,,,,,
1834,1/30/2026 11:20,214.4,0.7,,,,,,,
1835,1/30/2026 11:20,214.8,0.72,,,,,,,
1836,1/30/2026 11:20,214.1,0.69,,,,,,,
1837,1/30/2026 11:20,214.4,0.7,,,,,,,
1838,1/30/2026 11:20,214.4,0.68,,,,,,,
1839,1/30/2026 11:20,214.1,0.68,,,,,,,
1840,1/30/2026 11:20,214.1,0.68,,,,,,,
1841,1/30/2026 11:20,214.1,0.69,,,,,,,
1842,1/30/2026 11:20,214.4,0.69,,,,,,,
1843,1/30/2026 11:20,214.1,0.65,,,,,,,
1844,1/30/2026 11:20,214.4,0.69,,,,,,,
1845,1/30/2026 11:20,214.1,0.68,,,,,,,
1846,1/30/2026 11:20,214.1,0.68,,,,,,,
1847,1/30/2026 11:20,214.1,0.68,,,,,,,
1848,1/30/2026 11:20,214.4,0.68,,,,,,,
1849,1/30/2026 11:20,214.1,0.68,,,,,,,
1850,1/30/2026 11:20,214.1,0.68,,,,,,,
1851,1/30/2026 11:20,214.4,0.69,,,,,,,
1852,1/30/2026 11:20,214.1,0.66,,,,,,,
1853,1/30/2026 11:20,214.1,0.65,,,,,,,
1854,1/30/2026 11:20,214.1,0.66,,,,,,,
1855,1/30/2026 11:20,214.1,0.69,,,,,,,
1856,1/30/2026 11:20,214.1,0.66,,,,,,,
1857,1/30/2026 11:20,214.5,0.65,,,,,,,
1858,1/30/2026 11:20,214.1,0.65,,,,,,,
1859,1/30/2026 11:20,214.1,0.65,,,,,,,
1860,1/30/2026 11:20,214.1,0.64,,,,,,,
1861,1/30/2026 11:21,214.1,0.65,,,,,,,
1862,1/30/2026 11:21,214.1,0.65,,,,,,,
1863,1/30/2026 11:21,214.1,0.64,,,,,,,
1864,1/30/2026 11:21,214.1,0.64,,,,,,,
1865,1/30/2026 11:21,214.1,0.64,,,,,,,
1866,1/30/2026 11:21,214.1,0.64,,,,,,,
1867,1/30/2026 11:21,214.1,0.61,,,,,,,
1868,1/30/2026 11:21,214.1,0.64,,,,,,,
1869,1/30/2026 11:21,213.7,0.62,,,,,,,
1870,1/30/2026 11:21,214.1,0.64,,,,,,,
